episode,ep_reward_z1,ep_reward_z2,ep_reward_z3,ep_total_reward,ep_fuel_usd,ep_co2_tons,ep_imbalance_sum_mw,eps_z1
150,-1586254.4819545408,-1162994.0845667024,-1341815.467796485,-4091064.034317728,3265097.0422847783,60993.4518728495,8338.769398690729,0.049911691230058335
151,-1484118.8501452848,-1461123.3558364497,-1231374.8401766166,-4176617.046158351,3431703.3441823456,62492.60518284274,6028.775768940617,0.049911691230058335
152,-1301413.5766491208,-1591804.5848831653,-1337247.820975758,-4230465.982508044,3533855.862270573,66761.39207023982,1811.712704250906,0.049911691230058335
153,-1367380.2299424792,-1434966.416398591,-1408498.9487719408,-4210845.595113011,3444901.089404087,65502.49377327963,4303.374710384024,0.049911691230058335
154,-1207975.9534579725,-1461420.4419310265,-1784730.5358366664,-4454126.931225665,3862804.6056320798,66845.25996125165,1520.3192757097504,0.049911691230058335
155,-1066762.63197259,-1378485.0252079002,-1848417.08706829,-4293664.7442487795,3624772.4833434643,68565.82741065277,263.18023122362047,0.049911691230058335
156,-1287674.8901763062,-1251169.0163314028,-1933498.8906185122,-4472342.7971262215,3947703.198214339,66377.33972015057,544.2798504114817,0.049911691230058335
157,-1504607.0186600976,-1217331.2246562426,-1436750.939972063,-4158689.1832884033,3440369.0712389452,66655.24989905316,1690.7320331761725,0.049911691230058335
158,-1416170.3422911165,-1361998.1605672352,-1572581.198148029,-4350749.701006381,3755168.5028037955,66917.91008073426,524.1680661666719,0.049911691230058335
159,-1286955.4635419173,-893994.1799939902,-2073758.9030453502,-4254708.546581257,3642495.7810759842,61474.67054087805,4578.580034522619,0.049911691230058335
160,-1170570.0165742561,-866355.9047293476,-2127247.5758967916,-4164173.4972003954,3518560.330523424,63033.99639597902,3127.145257884448,0.049911691230058335
161,-1245168.0866732213,-934505.0904316548,-2073559.772565178,-4253232.949670054,3597255.2138316897,61668.46888038062,5420.278117938866,0.049911691230058335
162,-1395119.5124100014,-862362.6409830942,-2147820.0404381114,-4405302.193831207,3869615.4472241225,60649.4316298956,5000.362473732809,0.049911691230058335
163,-1564956.0391974263,-866991.0097501109,-1711961.0431436286,-4143908.092091166,3508493.4320228924,62581.47264401202,3071.1712417611484,0.049911691230058335
164,-1393534.2777358217,-852506.5572276728,-1942756.9205705158,-4188797.75553401,3505830.7002927545,63380.494075085415,3950.455547146819,0.049911691230058335
165,-1247101.1726504571,-1113111.7936667106,-1685316.208906928,-4045529.1752240956,3216357.99687584,57302.6522325141,11095.364849396628,0.049911691230058335
166,-1127320.9562383885,-978146.8185776342,-2023951.571468055,-4129419.3462840775,3416681.1616552873,60106.07356101697,6834.588577314819,0.049911691230058335
167,-1092963.4677890036,-971786.6782762228,-2340996.5582938227,-4405746.704359049,3825236.222570104,61640.93326270736,5207.918345364605,0.049911691230058335
168,-1024339.9148129236,-998550.2745964917,-2273918.764413858,-4296808.953823273,3689346.98601716,59147.226838976545,6867.059307245307,0.049911691230058335
169,-1530694.6844517062,-803749.5887841986,-1858933.473124847,-4193377.746360752,3531820.7922924957,66079.36904724203,1202.6427017110777,0.049911691230058335
170,-1827334.3378983275,-776384.0233807506,-1614448.9701703752,-4218167.331449453,3629354.2699384014,63149.53493863492,2243.5400519127247,0.049911691230058335
171,-1746887.4536922658,-1092444.3563388865,-1328370.6079461712,-4167702.4179773238,3489832.960298866,55553.069716127495,10273.868933562204,0.049911691230058335
172,-1955157.5577663602,-1101160.049624925,-1104067.6228972632,-4160385.2302885484,3521399.291727091,59375.08033592416,6044.7059171173005,0.049911691230058335
173,-1982714.8253863016,-972076.6260080601,-1205029.8440832943,-4159821.2954776557,3520049.0017145434,57448.43703640942,7695.0616616345005,0.049911691230058335
174,-1757942.7365459544,-1156603.977410279,-1361808.9144641643,-4276355.628420398,3582054.8773769694,55001.93538082963,12212.262068178792,0.049911691230058335
175,-2060415.3112481297,-1005989.4032998972,-1228031.9312278891,-4294436.645775916,3687282.844630439,58977.88478795834,6980.086414722384,0.049911691230058335
176,-2065656.738523266,-1077796.6971075782,-1012605.8700831481,-4156059.305713992,3473051.795032886,57491.17906315056,8629.932769354435,0.049911691230058335
177,-2070411.5673650682,-1103230.6176379265,-1001080.5952522855,-4174722.7802552804,3500383.0214640615,60673.472581769696,5909.370479843652,0.049911691230058335
178,-1912875.6630172548,-1139819.7988227813,-1321816.1917650742,-4374511.653605111,3742116.2061884804,55220.58758779385,11563.510859481046,0.049911691230058335
179,-2040890.9976600274,-1253359.559388568,-957165.149808896,-4251415.706857491,3623431.6699298574,66008.51052829286,1059.8839811707771,0.049911691230058335
180,-1750016.849012715,-1513830.7435461564,-1026409.3114954415,-4290256.904054313,3746193.961596789,62514.414146825795,2460.119006416762,0.049911691230058335
181,-1700874.1971950945,-1439641.654730545,-1211027.3268958179,-4351543.178821458,3706181.4826566484,59163.361356908106,8285.014212021557,0.049911691230058335
182,-1760387.815788075,-1502843.3026413557,-1057208.7692248751,-4320439.887654306,3716191.4885020377,60188.53991759085,6143.269260143781,0.049911691230058335
183,-1697503.8086065298,-1447410.732927792,-1209777.86905141,-4354692.410585731,3799252.6690827534,59623.915890057535,5826.856234377914,0.049911691230058335
184,-1752664.1018815236,-1321106.7284361208,-1441131.7863450882,-4514902.616662732,4090798.3026920003,58837.24277335388,5033.137135260327,0.049911691230058335
185,-1408787.0243826814,-1077764.1471954498,-1825806.1991665054,-4312357.370744636,3731297.176848286,55850.14174923369,9209.024411512562,0.049911691230058335
186,-1322245.9678701828,-992882.661591065,-2051604.5129579285,-4366733.142419176,3801864.2583590904,59787.80267620621,6027.973110818453,0.049911691230058335
187,-1363308.2815194505,-1057163.3528644359,-1827749.7859506104,-4248221.420334497,3592696.6740257964,59608.46203344317,7110.598888787936,0.049911691230058335
188,-1027048.2516364161,-949775.1480624579,-2351301.6195439883,-4328125.019242862,3742287.202716895,61274.042399145605,4867.86320542748,0.049911691230058335
189,-1069929.553069747,-1022572.935735305,-2176727.930578692,-4269230.419383744,3651869.024751384,58069.5165472744,7738.314336742624,0.049911691230058335
190,-1142387.4546959319,-990044.6998635957,-2376421.073150361,-4508853.2277098885,3974608.349665572,60305.5533357724,6294.525762726417,0.049911691230058335
191,-1486225.2860011985,-960815.3722743691,-1997417.1893734953,-4444457.847649063,3896505.30710554,62102.470896849154,4443.03749351773,0.049911691230058335
192,-1605504.5317241456,-853511.6820786208,-1813351.8466094567,-4272368.060412223,3610269.523037603,62908.29418082869,4700.596422492349,0.049911691230058335
193,-1836816.4780143814,-864525.2748646062,-1757272.4589670028,-4458614.21184599,3967399.6223311923,61859.446672679594,3467.286202027572,0.049911691230058335
194,-1956380.1242020216,-861152.3970668454,-1679945.976438958,-4497478.497707825,4041096.459672493,61933.25292182647,2980.434214350154,0.049911691230058335
195,-1974011.4902474962,-777126.1707107034,-1743364.980468372,-4494502.641426572,3956158.477918632,66135.26328398529,1291.416438063492,0.049911691230058335
196,-2094324.0018241869,-960063.6220607996,-1639080.3949813442,-4693468.01886633,4262159.937670524,60353.55012793111,5698.017807824064,0.049911691230058335
197,-1953493.0201482605,-868861.1462306617,-1856767.0301403496,-4679121.196519272,4265676.436709796,61458.487806042096,4198.541725611387,0.049911691230058335
198,-2049914.2085088976,-835142.0321335301,-1570368.3665141508,-4455424.607156578,3994249.178415746,63041.36665737688,1729.8444167481866,0.049911691230058335
199,-1797574.5649255002,-990595.1165872251,-1538354.1709684276,-4326523.852481153,3729854.4025104023,61223.16520775073,5147.835264207613,0.049911691230058335
200,-1839732.8025014063,-1070338.7374306258,-1412482.406343511,-4322553.946275543,3800572.785156382,61426.51757604698,3192.5599492292895,0.049911691230058335
201,-1922261.305809029,-1027721.4490183848,-1398597.7966986934,-4348580.551526107,3888528.5713917273,62833.13581261527,812.1862776736234,0.049911691230058335
202,-1619898.3398481824,-758158.5650621227,-1745256.99434118,-4123313.8992514852,3493182.0476239687,65807.31238881203,8.640199666842818e-12,0.049911691230058335
203,-1477261.1148083408,-845425.2750384611,-1978838.4056728904,-4301524.795519692,3717833.3521191296,66191.67784502357,371.78879960669383,0.049911691230058335
204,-1626834.7369662428,-960451.4713152013,-1706135.6160516974,-4293421.824333142,3777874.055669699,61804.069931120786,2430.2067373590717,0.049911691230058335
205,-1446264.2120970283,-1206967.5124114582,-1863618.8133097324,-4516850.5378182195,4025787.206137676,66430.77305532525,160.49268703504458,0.049911691230058335
206,-1351097.346703153,-1379179.5974749448,-1757225.0070545722,-4487501.95123267,3952477.7014426896,65930.72664233945,1317.8010281043635,0.049911691230058335
207,-1269517.3716935744,-1279191.3392792344,-1611701.558282093,-4160410.2692549014,3477155.95149358,67702.0040474273,6.821210263296962e-12,0.049911691230058335
208,-1364512.9482872451,-1236262.2806183775,-1589077.1076490695,-4189852.336554692,3545033.569860164,66875.10221408078,100.45770645058701,0.049911691230058335
209,-1264484.813372784,-1374788.729371261,-1557707.3531508732,-4196980.895894919,3484281.3610319444,67796.05910864435,972.8145300708807,0.049911691230058335
210,-1301860.8702037628,-1579685.504748763,-1264638.1407090127,-4146184.5156615386,3306888.013764584,63527.327345192076,7047.201957464405,0.049911691230058335
211,-1643049.2171932862,-1618553.9829405877,-944653.5669167691,-4206256.767050643,3519430.1767799286,65291.076186164115,2591.1066852502904,0.049911691230058335
212,-1866547.0947971747,-1318019.3884957046,-1064322.5378481431,-4248889.021141022,3549667.301552479,63829.728508699845,4548.794436081376,0.049911691230058335
213,-1967413.352049481,-1213552.0682449783,-1003387.5467540061,-4184352.9670484653,3527180.910192922,63439.19318699163,3254.2301215044467,0.049911691230058335
214,-2065565.6923804341,-1063382.013789611,-1125694.630365896,-4254642.336535941,3653952.715448085,63226.22697150305,2820.2215982984812,0.049911691230058335
215,-2005440.1818099574,-930530.2088102221,-1327458.5941830196,-4263428.984803199,3677948.2518356047,64446.24439765724,1516.1992126005593,0.049911691230058335
216,-1692582.1392995294,-1045181.8198156349,-1542522.3707629181,-4280286.3298780825,3729935.8412247323,61031.244370830005,3767.8169854868033,0.049911691230058335
217,-1706908.6255531434,-960263.9767725883,-1577724.2054892373,-4244896.807814969,3621177.4748558644,62585.7529982216,3804.5291320404554,0.049911691230058335
218,-1770147.4819149508,-1109534.3357256223,-1402157.787311417,-4281839.60495199,3708065.196522695,58387.441158880465,6577.140594488372,0.049911691230058335
219,-2103475.037766713,-1077240.8598697244,-1212754.4536888315,-4393470.35132527,3877878.9472381603,59312.80943141465,5549.281591916135,0.049911691230058335
220,-1833318.2797280415,-1219547.9288526322,-1305682.060643107,-4358548.26922378,3741792.890684396,59267.31408771641,7599.224550264521,0.049911691230058335
221,-1965708.494710803,-1173235.5534383124,-1350192.1180692043,-4489136.16621832,3995802.2848833636,58380.186538250724,6779.327002485736,0.049911691230058335
222,-1968380.5526795308,-928496.0492861132,-1555014.453408687,-4451891.055374331,3936590.1804565066,63942.74353177131,2191.2656331535823,0.049911691230058335
223,-1954756.3192820433,-845881.6701920985,-1712194.1757033134,-4512832.165177455,4062190.8947499883,65408.148965126406,46.35800805803683,0.049911691230058335
224,-2163215.2405752293,-853845.9320992964,-1304897.7370370822,-4321958.909711608,3765609.941990251,65144.87633270195,827.9201278177547,0.049911691230058335
225,-2196122.7190740695,-838821.4201611177,-1283652.9171942591,-4318597.056429447,3766547.606109138,65563.58638685463,338.07597627523774,0.049911691230058335
226,-1843202.5685805401,-950171.2035680528,-1480286.7841775299,-4273660.556326123,3691546.536517826,62359.38795652037,3313.786262412499,0.049911691230058335
227,-1576346.9867692594,-786079.9924519126,-1924251.1367533787,-4286678.115974551,3722466.4716328736,65547.4886723499,316.354156220546,0.049911691230058335
228,-1672627.7334356303,-789559.3197242734,-1705262.480295237,-4167449.533455141,3528103.1071521686,66335.54463437683,207.36567573377943,0.049911691230058335
229,-1810274.3125758495,-813785.5295278308,-1513398.0997545815,-4137457.941858262,3480928.6631932366,66643.91624844934,46.2671095846199,0.049911691230058335
230,-1678334.1608986917,-852334.1517889311,-1634573.214576481,-4165241.5272641038,3477238.0715315556,67502.69199806216,328.5410413809482,0.049911691230058335
231,-1589800.1099816612,-805257.5532633748,-1766351.5522451096,-4161409.2154901456,3508712.6188129974,66834.55114386803,34.31093841374832,0.049911691230058335
232,-1594638.767430381,-825911.6987686984,-1854656.1362815704,-4275206.60248065,3631305.2255190066,67759.16100887825,181.14462969835586,0.049911691230058335
233,-1724435.0662219776,-812254.5959146344,-1884884.1499750328,-4421573.812111645,3912207.4281676696,65727.09900471475,232.91959246833449,0.049911691230058335
234,-1572223.1012160159,-853344.8270697265,-1740026.9499781155,-4165594.8782638577,3464409.9022705187,68216.55783632735,32.8573949382444,0.049911691230058335
235,-1529700.8217688177,-725726.4432237509,-2039886.025191366,-4295313.290183934,3729999.8423112337,65680.11214837265,315.6846927522961,0.049911691230058335
236,-1328452.6438763451,-983699.9547045493,-1958508.9551154538,-4270661.553696348,3680893.3889004053,65525.351210578745,771.3241865435443,0.049911691230058335
237,-1284174.842659863,-1022552.4421769818,-2166769.164815009,-4473496.449651854,3991689.3833243176,64338.86674520284,1289.0926440719777,0.049911691230058335
238,-1358815.3918373224,-1407097.217522283,-1411732.7490867474,-4177645.3584463526,3513810.9801089265,65672.99199446492,1443.8792170416532,0.049911691230058335
239,-1465527.9325788436,-1461395.777454456,-1325618.7005796654,-4252542.410612965,3645819.837636828,66437.54799216814,210.36834889662896,0.049911691230058335
240,-1671103.5963547784,-963994.7908270307,-1618252.9323354075,-4253351.319517217,3548455.2054258687,64819.32429738215,3884.6635378621363,0.049911691230058335
241,-1682063.4515853396,-1049376.224087458,-1526064.2853359706,-4257503.9610087685,3656531.3953252053,64358.51269615275,1892.997017640997,0.049911691230058335
242,-1650176.029513666,-855332.2300791261,-1879947.872762306,-4385456.132355098,3882692.8355261832,64341.86117881592,895.1229142321467,0.049911691230058335
243,-1569405.1272230805,-836458.4546016247,-1970043.3745091932,-4375906.956333898,3859311.166808062,64817.680610777075,717.9427997813432,0.049911691230058335
244,-2020498.1661621968,-584994.4878989495,-1813940.2144922628,-4419432.868553409,3866561.7107099453,64335.454185009046,2409.519644623894,0.049911691230058335
245,-1892560.1066841169,-542069.2457530178,-1829924.519046878,-4264553.871484013,3666586.981675392,63890.33462429142,2291.315046393558,0.049911691230058335
246,-1689926.0677239737,-563986.5538505239,-1943797.8451665079,-4197710.466741006,3488912.2314191903,65002.84682502857,3263.310356978079,0.049911691230058335
247,-1530847.081248864,-586396.9083277592,-2024189.7212406767,-4141433.7108173,3422677.2782153934,62748.65868884631,4848.960650031443,0.049911691230058335
248,-1535279.3934709034,-678153.4815696246,-1901133.8049333955,-4114566.6799739236,3388737.5041722446,62594.574625028035,4876.2924705045625,0.049911691230058335
249,-1612016.270960472,-587985.2641621623,-1917772.967989056,-4117774.5031116903,3426422.689721446,61592.661782063195,4955.524828802221,0.049911691230058335
250,-1587528.3580631153,-603585.7809807833,-2201745.8919484806,-4392860.030992379,3858894.3267238643,61755.51567175192,3895.611755199998,0.049911691230058335
251,-1533066.0784685493,-651765.2955212032,-2316982.222079481,-4501813.5960692335,4051724.029321851,60509.318474450476,4087.3051481817347,0.049911691230058335
252,-1751468.5567571882,-558143.2009434971,-1986522.7241500088,-4296134.481850694,3736386.218567238,63469.33549003088,2073.2024619279805,0.049911691230058335
253,-1890056.5485785685,-612187.5632820578,-1678152.058198804,-4180396.1700594304,3538720.6376091316,66418.23132454482,320.8941652381668,0.049911691230058335
254,-1753044.095738975,-608275.4314885269,-1811096.1907948265,-4172415.7180223283,3592795.8848918155,64297.5422210494,595.7090653765954,0.049911691230058335
255,-1865244.8765074008,-678137.2516863781,-1908103.369073129,-4451485.497266908,3937497.1354446486,64589.82930576862,1606.5618386184506,0.049911691230058335
256,-1453540.0443132438,-816894.7396617954,-2061440.2769202106,-4331875.060895249,3684486.256397655,68294.32271914791,374.3150692873337,0.049911691230058335
257,-1677207.0969698825,-671658.1953402072,-2098726.013365211,-4447591.305675301,3918033.4969593748,63064.60103572245,3227.3510464271967,0.049911691230058335
258,-1948900.0841782056,-649642.3173619981,-1970397.7288837766,-4568940.130423981,4093088.221797509,65839.46051856103,829.0710647472997,0.049911691230058335
259,-1834656.5780386084,-733684.3803969065,-1935180.1897841038,-4503521.148219619,4052896.7795601105,60633.84396354965,4011.012715234163,0.049911691230058335
260,-1931911.9580834252,-590099.2809622523,-1667779.0746090943,-4189790.313654772,3533348.475101493,59144.99263293132,6941.6356314659515,0.049911691230058335
261,-2143234.389284294,-599851.6720055094,-1514196.0175646734,-4257282.078854477,3687173.076466224,61939.35491281211,3226.9125017137276,0.049911691230058335
262,-1995599.8978501675,-648672.8099966892,-1652358.4045347446,-4296631.112381602,3744052.052438152,59705.4722136238,5110.171140916276,0.049911691230058335
263,-2056443.5333674538,-658189.0647607333,-1517473.8779313995,-4232106.476059587,3520308.627827938,63089.31107129411,5303.766808734335,0.049911691230058335
264,-2282502.6342398063,-547788.8363757182,-1466876.9597408418,-4297168.430356367,3669547.7280966984,62393.5920995014,4581.614071713091,0.049911691230058335
265,-2077073.3396236228,-656179.2149349848,-1524662.5917729521,-4257915.14633156,3640445.499234793,63765.34183162659,2786.2360053575508,0.049911691230058335
266,-2204652.215737894,-618740.4404201383,-1341662.0412694688,-4165054.697427501,3442879.4421010236,62756.700032617075,5158.107904168324,0.049911691230058335
267,-2044057.4544811584,-691108.9781283108,-1533876.4772113177,-4269042.909820787,3637066.636431866,60564.31097146052,5956.87781820792,0.049911691230058335
268,-2159107.952770081,-653575.4257520322,-1459577.3215370697,-4272260.700059183,3683283.058792581,60147.89583472958,5339.707170625724,0.049911691230058335
269,-2250417.2556367456,-591856.6183500676,-1382203.176643822,-4224477.050630636,3547548.7068563793,63515.16905785314,4051.8714951971365,0.049911691230058335
270,-2383344.6643505306,-583888.2106361794,-1303888.589037139,-4271121.464023849,3643074.0167180463,64680.45151701692,2387.271287909518,0.049911691230058335
271,-1670330.8005720088,-742756.9015726186,-1779486.8654182467,-4192574.5675628744,3531713.5137378257,60455.9059418671,5958.316880959521,0.049911691230058335
272,-1592179.6705990916,-633077.2909077764,-2045851.1194726196,-4271108.080979487,3637469.3242697045,58942.40520529881,7394.940708519181,0.049911691230058335
273,-1608207.550518977,-644776.9075950866,-2024583.513443316,-4277567.97155738,3678379.7082006503,59657.89265740375,6047.530435104308,0.049911691230058335
274,-1473700.0451929434,-495428.9521936767,-2209676.2196496045,-4178805.217036225,3499723.0765783587,62633.57422519546,4394.764022963033,0.049911691230058335
275,-1591026.7840630326,-614838.2765000543,-1970628.7076372488,-4176493.768200336,3500065.869876584,61407.23459976973,5352.105899753304,0.049911691230058335
276,-1658512.2375419291,-484375.0649030582,-2150511.7200615127,-4293399.0225065,3688078.6784934946,59069.87364318896,6848.738988657822,0.049911691230058335
277,-1639704.2975288606,-653556.9483572596,-2118827.7161238412,-4412088.962009961,3900312.403501769,62467.16414481476,2965.2531288648793,0.049911691230058335
278,-1605969.494157424,-503275.0890496264,-2112825.9934698176,-4222070.576676868,3505302.345235213,68003.0202992343,1142.7305793914884,0.049911691230058335
279,-1635376.4851581731,-505147.670018502,-2249968.6519800783,-4390492.807156753,3842533.12053699,66316.03457784493,322.02470152715114,0.049911691230058335
280,-1338617.639799532,-572975.3635672136,-2305517.5434907083,-4217110.546857454,3493615.856184204,68504.31091646772,823.9839719528136,0.049911691230058335
281,-1643235.7174461544,-663051.9765176856,-1884028.3141863826,-4190316.0081502227,3483023.700303767,64076.60085342908,3941.536539171503,0.049911691230058335
282,-1808915.3643937928,-627727.6734205906,-1792788.1559030018,-4229431.193717385,3616442.407338087,65436.99870353066,975.9347213564179,0.049911691230058335
283,-1458153.9753695624,-526534.5696445564,-2261152.069384884,-4245840.614399003,3592456.2709486606,67038.71516149468,721.132937227505,0.049911691230058335
284,-1812935.6484733222,-711020.8211840717,-1919303.455015092,-4443259.924672486,3903466.909600196,60248.56595233529,5816.488538926635,0.049911691230058335
285,-1083440.6229758903,-1011442.5647309152,-2202041.323467676,-4296924.511174481,3614356.8609529645,57925.594935176254,9659.067922013759,0.049911691230058335
286,-1141657.008486334,-1214169.2402460172,-1845237.5277417367,-4201063.776474088,3477454.0899580247,57972.39432135643,9618.328610296052,0.049911691230058335
287,-1111869.591982129,-1075312.1363268506,-2268501.119148108,-4455682.847457088,3929684.952578667,55461.25055270882,9688.04971859818,0.049911691230058335
288,-846741.2917824044,-1108766.2728741395,-2177854.222577868,-4133361.787234412,3382158.4179266556,62286.921887760844,5917.812884928404,0.049911691230058335
289,-876719.9850011934,-1146131.164129776,-2125904.251999194,-4148755.401130163,3442067.0778192487,64266.19032682574,3350.6864440877584,0.049911691230058335
290,-1084787.0964905396,-1030156.9413363555,-2111358.3691971703,-4226302.407024065,3526620.7503412087,62532.450814963646,5436.346200121585,0.049911691230058335
291,-1168783.3239643052,-1539637.3064805437,-1483090.8086956404,-4191511.4391404893,3506483.9730219943,62226.503800674676,5006.560370262994,0.049911691230058335
292,-1115504.1861934655,-1531781.0814998378,-1539776.121771728,-4187061.389465031,3489696.3628400164,62691.1719323098,4854.9683734373175,0.049911691230058335
293,-1219254.6379926405,-1554601.181645032,-1426609.1114267984,-4200464.931064471,3551865.7069550278,62598.53892635473,3929.8731191302013,0.049911691230058335
294,-1450051.9304047343,-1504087.9130328246,-1357928.7400866789,-4312068.583524238,3736514.8700470566,63489.185460725486,2584.4648414265903,0.049911691230058335
295,-1521938.0814324762,-1445233.0687775586,-1224044.610240825,-4191215.76045086,3532544.301286514,64315.38792975764,2613.0785780493484,0.049911691230058335
296,-1475948.252036761,-1305073.1868654483,-1383451.7142703768,-4164473.153172586,3538018.4517793097,62582.06407862642,3067.2534307365095,0.049911691230058335
297,-1600190.7421367308,-1285227.1053738997,-1338515.130875335,-4223932.978385965,3635936.104112656,61286.796554936336,3865.479778540997,0.049911691230058335
298,-1236035.5762258547,-1371708.9983648323,-1729104.9978068362,-4336849.572397523,3740621.929002,66029.98455343179,1154.9871994537275,0.049911691230058335
299,-1173794.3341360984,-1260926.7816779998,-1895104.815449587,-4329825.931263685,3757007.7833197056,66329.90695796367,283.59518372724824,0.049911691230058335
